date,Actual,Feature_Model
2016-05-16 04:00:00,55.0,50.558359227986394
2016-05-16 05:00:00,51.66666666666666,57.54465036543357
2016-05-16 06:00:00,53.333333333333336,53.3114810550518
2016-05-16 07:00:00,61.66666666666666,73.41577153805287
2016-05-16 08:00:00,88.33333333333333,115.4248312192738
2016-05-16 09:00:00,70.0,162.80890881503316
2016-05-16 10:00:00,148.33333333333334,160.71057335378399
2016-05-16 11:00:00,103.33333333333331,123.31168805971322
2016-05-16 12:00:00,206.66666666666663,117.19156532250278
2016-05-16 13:00:00,266.6666666666667,150.03142546701037
2016-05-16 14:00:00,88.33333333333333,199.8682463070178
2016-05-16 15:00:00,111.66666666666669,115.88996050909087
2016-05-16 16:00:00,88.33333333333333,146.69836919011712
2016-05-16 17:00:00,243.33333333333331,204.92418451798565
2016-05-16 18:00:00,155.0,229.60245124144697
2016-05-16 19:00:00,115.0,136.66555346591585
2016-05-16 20:00:00,96.66666666666669,131.59567050426918
2016-05-16 21:00:00,68.33333333333333,87.07345033786771
2016-05-16 22:00:00,46.66666666666666,72.3895814898031
2016-05-16 23:00:00,60.0,64.37527591387789
2016-05-17 00:00:00,50.0,56.123577876390584
2016-05-17 01:00:00,55.0,50.492983124441686
2016-05-17 02:00:00,51.66666666666666,52.022369060596155
2016-05-17 03:00:00,53.333333333333336,49.96563236030063
2016-05-17 04:00:00,53.333333333333336,52.28874914411449
2016-05-17 05:00:00,58.333333333333336,55.91619712595632
2016-05-17 06:00:00,56.66666666666666,59.27590995535281
2016-05-17 07:00:00,65.0,58.531482036521176
2016-05-17 08:00:00,56.66666666666666,106.3211415969924
2016-05-17 09:00:00,51.66666666666666,63.746887010330695
2016-05-17 10:00:00,53.333333333333336,74.62886163467772
2016-05-17 11:00:00,51.66666666666666,68.06345354761551
2016-05-17 12:00:00,53.333333333333336,64.69631366040241
2016-05-17 13:00:00,41.66666666666666,73.8129543063806
2016-05-17 14:00:00,53.333333333333336,53.917387698977606
2016-05-17 15:00:00,51.66666666666666,60.78149177511622
2016-05-17 16:00:00,66.66666666666667,65.56217242900482
2016-05-17 17:00:00,153.33333333333334,120.54763616511104
2016-05-17 18:00:00,100.0,198.52042508166593
2016-05-17 19:00:00,123.33333333333331,109.27071338602192
2016-05-17 20:00:00,118.33333333333331,104.14757096028517
2016-05-17 21:00:00,65.0,84.47766834370745
2016-05-17 22:00:00,46.66666666666666,54.736285410869414
2016-05-17 23:00:00,55.0,49.6046472996785
2016-05-18 00:00:00,51.66666666666666,51.64248700189162
2016-05-18 01:00:00,53.333333333333336,51.47264554186857
2016-05-18 02:00:00,55.0,50.948459039891766
2016-05-18 03:00:00,51.66666666666666,51.3379652020683
2016-05-18 04:00:00,51.66666666666666,54.20626348829716
2016-05-18 05:00:00,65.0,57.39293547449924
2016-05-18 06:00:00,70.0,67.32051608221396
2016-05-18 07:00:00,53.333333333333336,105.55977511923162
2016-05-18 08:00:00,61.66666666666666,63.26963567496699
2016-05-18 09:00:00,65.0,74.66420186644127
2016-05-18 10:00:00,58.333333333333336,65.355153882023
2016-05-18 11:00:00,70.0,54.496286774562286
2016-05-18 12:00:00,56.66666666666666,85.43075971007673
2016-05-18 13:00:00,86.66666666666667,55.58318981855971
2016-05-18 14:00:00,81.66666666666667,92.705091833908
2016-05-18 15:00:00,83.33333333333333,84.9048690582037
2016-05-18 16:00:00,105.0,92.36764706970175
2016-05-18 17:00:00,118.33333333333331,149.43775257087768
2016-05-18 18:00:00,178.33333333333334,158.52004705136434
2016-05-18 19:00:00,143.33333333333334,141.552425160379
2016-05-18 20:00:00,223.33333333333331,115.60577066803933
2016-05-18 21:00:00,81.66666666666667,110.4194039826411
2016-05-18 22:00:00,51.66666666666666,62.448442990625125
2016-05-18 23:00:00,56.66666666666666,51.60686651718191
2016-05-19 00:00:00,51.66666666666666,52.28744211733306
2016-05-19 01:00:00,51.66666666666666,51.57391213933112
2016-05-19 02:00:00,50.0,50.5249619835207
2016-05-19 03:00:00,51.66666666666666,50.537072276153424
2016-05-19 04:00:00,56.66666666666666,53.08280054781009
2016-05-19 05:00:00,55.0,58.329646508719144
2016-05-19 06:00:00,58.333333333333336,61.926970365687
2016-05-19 07:00:00,50.0,70.31976879147652
2016-05-19 08:00:00,53.333333333333336,65.29751963403695
2016-05-19 09:00:00,36.66666666666666,60.16136009400168
2016-05-19 10:00:00,55.0,50.93469487263909
2016-05-19 11:00:00,51.66666666666666,57.97929191336965
2016-05-19 12:00:00,55.0,55.13295120004247
2016-05-19 13:00:00,50.0,61.46005717889311
2016-05-19 14:00:00,63.333333333333336,60.4135132357538
2016-05-19 15:00:00,81.66666666666667,69.84832318999081
2016-05-19 16:00:00,90.0,93.80614784811645
2016-05-19 17:00:00,208.33333333333331,154.05269263092688
2016-05-19 18:00:00,120.0,184.87120820868864
2016-05-19 19:00:00,98.33333333333331,146.17508876206077
2016-05-19 20:00:00,118.33333333333331,92.26073644198135
2016-05-19 21:00:00,66.66666666666667,88.4195842671946
2016-05-19 22:00:00,50.0,62.163041650584326
2016-05-19 23:00:00,56.66666666666666,52.15176540211135
2016-05-20 00:00:00,51.66666666666666,52.46194234503644
2016-05-20 01:00:00,51.66666666666666,53.15415476699909
2016-05-20 02:00:00,36.66666666666666,52.76536488892102
2016-05-20 03:00:00,58.333333333333336,48.57790612170196
2016-05-20 04:00:00,51.66666666666666,66.07771552555342
2016-05-20 05:00:00,61.66666666666666,55.9947262854882
2016-05-20 06:00:00,66.66666666666667,80.74359222741474
2016-05-20 07:00:00,80.0,115.98553092255156
2016-05-20 08:00:00,126.66666666666669,156.59940773118623
2016-05-20 09:00:00,73.33333333333333,163.576076377134
2016-05-20 10:00:00,81.66666666666667,123.12729028529384
2016-05-20 11:00:00,73.33333333333333,176.62534373089156
2016-05-20 12:00:00,71.66666666666667,127.83378632990679
2016-05-20 13:00:00,61.66666666666666,151.8113171300421
2016-05-20 14:00:00,60.0,66.87487164605047
2016-05-20 15:00:00,46.66666666666666,89.50142401700492
2016-05-20 16:00:00,48.333333333333336,78.22498738043173
2016-05-20 17:00:00,75.0,74.81046506478778
2016-05-20 18:00:00,78.33333333333333,189.27536317578554
2016-05-20 19:00:00,65.0,117.80861352494374
2016-05-20 20:00:00,70.0,70.42733315604313
2016-05-20 21:00:00,65.0,74.82355017405399
2016-05-20 22:00:00,53.333333333333336,56.59216241420103
2016-05-20 23:00:00,45.0,58.173797618703986
2016-05-21 00:00:00,48.333333333333336,49.978332753813795
2016-05-21 01:00:00,51.66666666666666,55.89887530588434
2016-05-21 02:00:00,56.66666666666666,50.36469360122379
2016-05-21 03:00:00,48.333333333333336,59.372616080215764
2016-05-21 04:00:00,56.66666666666666,59.53679692048754
2016-05-21 05:00:00,51.66666666666666,61.8378261902591
2016-05-21 06:00:00,60.0,66.91281057597135
2016-05-21 07:00:00,56.66666666666666,104.01219579186251
2016-05-21 08:00:00,208.33333333333331,83.20296253284324
2016-05-21 09:00:00,310.0,167.30222204428023
2016-05-21 10:00:00,383.3333333333333,186.02543590853367
2016-05-21 11:00:00,431.6666666666667,285.7367366272811
2016-05-21 12:00:00,228.33333333333331,285.81185789904833
2016-05-21 13:00:00,343.3333333333333,295.238787139247
2016-05-21 14:00:00,303.3333333333333,225.7844998210419
2016-05-21 15:00:00,361.6666666666667,271.35739444452486
2016-05-21 16:00:00,100.0,286.02079421351027
2016-05-21 17:00:00,95.0,171.1746510288093
2016-05-21 18:00:00,125.0,180.58777829225286
2016-05-21 19:00:00,108.33333333333331,141.54612006192028
2016-05-21 20:00:00,95.0,113.06519312348118
2016-05-21 21:00:00,135.0,85.93642705828493
2016-05-21 22:00:00,73.33333333333333,81.61888929485208
2016-05-21 23:00:00,148.33333333333334,76.74568665266794
2016-05-22 00:00:00,60.0,86.34206964058805
2016-05-22 01:00:00,56.66666666666666,74.15553732443938
2016-05-22 02:00:00,51.66666666666666,71.22401415193156
2016-05-22 03:00:00,53.333333333333336,66.35346058529666
2016-05-22 04:00:00,55.0,71.88349295619
2016-05-22 05:00:00,50.0,82.05038316488226
2016-05-22 06:00:00,58.333333333333336,75.00432131148398
2016-05-22 07:00:00,63.333333333333336,92.5438716590407
2016-05-22 08:00:00,190.0,149.23066013269235
2016-05-22 09:00:00,113.33333333333331,201.96633619627377
2016-05-22 10:00:00,201.66666666666663,173.50552646314412
2016-05-22 11:00:00,343.3333333333333,192.92891584502095
2016-05-22 12:00:00,126.66666666666669,222.67302216116025
2016-05-22 13:00:00,103.33333333333331,185.83513679027243
2016-05-22 14:00:00,106.66666666666669,134.85482872259627
2016-05-22 15:00:00,96.66666666666669,135.9374841616662
2016-05-22 16:00:00,88.33333333333333,131.0135078919758
2016-05-22 17:00:00,265.0,168.40921779772106
2016-05-22 18:00:00,120.0,176.94761981741647
2016-05-22 19:00:00,96.66666666666669,151.33808508224843
2016-05-22 20:00:00,116.66666666666669,139.74148545961
2016-05-22 21:00:00,88.33333333333333,127.27570408064155
2016-05-22 22:00:00,78.33333333333333,96.48319582570436
2016-05-22 23:00:00,60.0,94.70157991085833
2016-05-23 00:00:00,58.333333333333336,69.86453890114238
2016-05-23 01:00:00,51.66666666666666,55.68002659498137
2016-05-23 02:00:00,58.333333333333336,54.660588515182276
2016-05-23 03:00:00,51.66666666666666,55.75820284776244
2016-05-23 04:00:00,50.0,59.22044889119354
2016-05-23 05:00:00,66.66666666666667,59.6430292296797
2016-05-23 06:00:00,60.0,96.13385665630541
2016-05-23 07:00:00,56.66666666666666,107.24780701123545
2016-05-23 08:00:00,51.66666666666666,90.67356829673278
2016-05-23 09:00:00,55.0,91.19676343211461
2016-05-23 10:00:00,51.66666666666666,85.07962495019902
2016-05-23 11:00:00,56.66666666666666,105.55562966359275
2016-05-23 12:00:00,61.66666666666666,82.72123417422486
2016-05-23 13:00:00,56.66666666666666,102.48849381674908
2016-05-23 14:00:00,58.333333333333336,70.12372276694938
2016-05-23 15:00:00,73.33333333333333,94.5716124059263
2016-05-23 16:00:00,156.66666666666666,126.885735725344
2016-05-23 17:00:00,380.0,216.51187391168165
2016-05-23 18:00:00,123.33333333333331,205.9905498219668
2016-05-23 19:00:00,120.0,152.46585261528847
2016-05-23 20:00:00,105.0,133.3602171717506
2016-05-23 21:00:00,68.33333333333333,94.48274042577202
2016-05-23 22:00:00,63.333333333333336,66.53842705949987
2016-05-23 23:00:00,58.333333333333336,59.834386140770945
2016-05-24 00:00:00,50.0,55.349551938062355
2016-05-24 01:00:00,56.66666666666666,53.65011999554001
2016-05-24 02:00:00,55.0,55.05385091890855
2016-05-24 03:00:00,53.333333333333336,53.85617825547972
2016-05-24 04:00:00,53.333333333333336,56.66522539424703
2016-05-24 05:00:00,106.66666666666669,59.24161465719537
2016-05-24 06:00:00,71.66666666666667,126.49248939317398
2016-05-24 07:00:00,161.66666666666666,113.63349149439014
2016-05-24 08:00:00,56.66666666666666,170.8637555362226
2016-05-24 09:00:00,38.333333333333336,60.13601048050439
2016-05-24 10:00:00,66.66666666666667,53.18425607335829
2016-05-24 11:00:00,101.66666666666669,89.52850221082728
2016-05-24 12:00:00,128.33333333333334,100.48256944151605
2016-05-24 13:00:00,118.33333333333331,121.3858989167425
2016-05-24 14:00:00,150.0,102.7048426312159
2016-05-24 15:00:00,141.66666666666666,95.59854857196859
2016-05-24 16:00:00,141.66666666666666,128.68285008979376
2016-05-24 17:00:00,203.33333333333331,148.26671751724618
2016-05-24 18:00:00,136.66666666666666,179.85753928537432
2016-05-24 19:00:00,123.33333333333331,120.43500568979232
2016-05-24 20:00:00,96.66666666666669,116.16464675256155
2016-05-24 21:00:00,76.66666666666667,73.88369480508877
2016-05-24 22:00:00,61.66666666666666,62.84221184744427
2016-05-24 23:00:00,58.333333333333336,56.82112885796502
2016-05-25 00:00:00,53.333333333333336,51.23859738230368
2016-05-25 01:00:00,53.333333333333336,52.61129867893016
2016-05-25 02:00:00,56.66666666666666,51.4015157228686
2016-05-25 03:00:00,48.333333333333336,51.08616826374196
2016-05-25 04:00:00,55.0,50.165161212585964
2016-05-25 05:00:00,55.0,70.43629174510244
2016-05-25 06:00:00,55.0,57.55314433064836
2016-05-25 07:00:00,65.0,71.39101713390275
2016-05-25 08:00:00,83.33333333333333,75.40083767164478
2016-05-25 09:00:00,90.0,90.42339920237895
2016-05-25 10:00:00,78.33333333333333,97.03173249753132
2016-05-25 11:00:00,50.0,96.169332225489
2016-05-25 12:00:00,60.0,62.74295609582048
2016-05-25 13:00:00,71.66666666666667,76.49687594834552
2016-05-25 14:00:00,80.0,96.69898018217472
2016-05-25 15:00:00,80.0,100.15555083712536
2016-05-25 16:00:00,231.66666666666663,98.11619371806334
2016-05-25 17:00:00,118.33333333333331,197.82782235888808
2016-05-25 18:00:00,156.66666666666666,167.26400123326897
2016-05-25 19:00:00,118.33333333333331,125.07451809274016
2016-05-25 20:00:00,190.0,108.24579057234044
2016-05-25 21:00:00,56.66666666666666,98.05005337195722
2016-05-25 22:00:00,53.333333333333336,51.57232719741803
2016-05-25 23:00:00,53.333333333333336,52.244436828170315
2016-05-26 00:00:00,53.333333333333336,50.54863663932452
2016-05-26 01:00:00,55.0,50.54863663932452
2016-05-26 02:00:00,50.0,51.77569638138888
2016-05-26 03:00:00,56.66666666666666,50.216067296449104
2016-05-26 04:00:00,50.0,51.081293540662045
2016-05-26 05:00:00,56.66666666666666,52.009079301528
2016-05-26 06:00:00,61.66666666666666,56.913650866031915
2016-05-26 07:00:00,100.0,84.74852417638657
2016-05-26 08:00:00,156.66666666666666,125.35869248070686
2016-05-26 09:00:00,276.6666666666667,153.2984446711674
2016-05-26 10:00:00,265.0,183.5805399873972
2016-05-26 11:00:00,243.33333333333331,196.28372391509487
2016-05-26 12:00:00,221.66666666666663,268.5968277454049
2016-05-26 13:00:00,75.0,220.81525394260325
2016-05-26 14:00:00,68.33333333333333,104.86602312115359
2016-05-26 15:00:00,61.66666666666666,98.63125102412688
2016-05-26 16:00:00,495.0,105.93767763526928
2016-05-26 17:00:00,440.0,296.34247796027614
2016-05-26 18:00:00,215.0,281.32224940542716
2016-05-26 19:00:00,223.33333333333331,178.82273884918712
2016-05-26 20:00:00,91.66666666666669,183.81517916883135
2016-05-26 21:00:00,76.66666666666667,87.53225573833588
2016-05-26 22:00:00,70.0,67.93807058427392
2016-05-26 23:00:00,65.0,65.89484659554452
2016-05-27 00:00:00,60.0,57.888820674306594
2016-05-27 01:00:00,58.333333333333336,58.2662165438504
2016-05-27 02:00:00,50.0,53.36952227633699
2016-05-27 03:00:00,58.333333333333336,58.488713760602
2016-05-27 04:00:00,58.333333333333336,62.20497437839387
2016-05-27 05:00:00,58.333333333333336,70.311289104137
2016-05-27 06:00:00,63.333333333333336,72.54995685233258
2016-05-27 07:00:00,111.66666666666669,119.21350032254766
2016-05-27 08:00:00,130.0,138.63510092983296
2016-05-27 09:00:00,251.66666666666663,147.7337946942128
2016-05-27 10:00:00,251.66666666666663,265.9078427698962
2016-05-27 11:00:00,310.0,258.81107924999003
2016-05-27 12:00:00,185.0,282.2232947706907
2016-05-27 13:00:00,265.0,233.8126862919413
2016-05-27 14:00:00,101.66666666666669,260.39087898977124
2016-05-27 15:00:00,76.66666666666667,112.60749647627893
2016-05-27 16:00:00,135.0,107.54392424068887
2016-05-27 17:00:00,180.0,175.58899450976435
2016-05-27 18:00:00,430.0,267.970617446689
